gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
F,HHS,Department of Health and Human Services,Ombudsman Services,Fulltime-Regular,Program Manager I,2014-02-24,2014,75964.69
M,DOT,Department of Transportation,Parking Management Parking Operations,Fulltime-Regular,Parking Meter Mechanic,1990-04-16,1990,66065.23
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,1998-08-31,1998,85405.0
F,FRS,Fire and Rescue Services,Station 4,Fulltime-Regular,Firefighter/Rescuer III,2013-01-14,2013,52693.0
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,2008-03-02,2008,61390.5
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2004-02-23,2004,21766.2
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,2016-05-31,2016,36180.0
M,DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Specialist II,2014-09-22,2014,70718.47
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Principal Administrative Aide,2010-07-04,2010,57500.73
F,HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,Fulltime-Regular,Manager III,2002-10-21,2002,123422.86
M,COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,2011-01-18,2011,49104.52
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2012-07-16,2012,60501.0
M,DPS,Department of Permitting Services,Site Plan Enforcement,Fulltime-Regular,Investigator III,1988-01-11,1988,105743.92
F,HHS,Department of Health and Human Services,Latino Health Initiative,Fulltime-Regular,Manager III,1990-05-14,1990,111084.31
F,HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Office Services Coordinator,1973-05-07,1973,69222.18
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Master Firefighter/Rescuer,1998-01-12,1998,97560.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,2002-07-22,2002,83658.0
M,FRS,Fire and Rescue Services,Technical Operations,Fulltime-Regular,Fire/Rescue Captain,1999-08-16,1999,115279.0
F,DLC,Department of Liquor Control,Downtown Rockville,Parttime-Regular,Liquor Store Clerk I,2016-04-25,2016,27805.44
M,DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,2014-01-13,2014,74099.13
M,DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Supply Technician II,2015-05-04,2015,35134.11
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician III,2008-11-06,2008,37636.05
F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),2007-07-09,2007,62903.0
M,DOT,Department of Transportation,Parking Management Administration,Fulltime-Regular,Planning Specialist III,2013-01-14,2013,64506.79
F,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,1981-08-31,1981,66065.23
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2012-11-26,2012,45049.12
F,POL,Department of Police,ISB Family Crimes Division Family Outreach Section,Fulltime-Regular,Police Officer III,2002-01-14,2002,83658.0
F,HHS,Department of Health and Human Services,Disease Control,Fulltime-Regular,Community Health Nurse II,2008-05-12,2008,95019.08
M,OIG,Office of the Inspector General,Inspector General Staff,Fulltime-Regular,Assistant Inspector General III,2011-12-05,2011,109727.59
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),2008-09-02,2008,55251.0
M,POL,Department of Police,PSB 1st District Special Assignment Team,Fulltime-Regular,Police Officer III,2002-01-14,2002,89620.0
F,DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Office Services Coordinator,2005-09-06,2005,54500.13
M,POL,Department of Police,PSB 4th District Special Assignment Team,Fulltime-Regular,Police Officer III,2011-07-18,2011,65752.0
F,LIB,Department of Public Libraries,Virtual Services,Fulltime-Regular,Program Manager I,2006-04-03,2006,71929.07
F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Parttime-Regular,Social Worker III,1999-12-06,1999,48956.0
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2013-01-28,2013,58455.0
M,DOT,Department of Transportation,Transportation Technical Center,Fulltime-Regular,Transportation Systems Technician II,1997-07-07,1997,66833.11
F,IGR,Office of Intergovernmental Relations Department,Office of Intergovernmental Relations,Parttime-Regular,Intergovernmental Relations Legislative Analyst,2005-10-31,2005,94720.0
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Supervisor,1995-01-23,1995,93396.0
M,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Alcohol/Tobacco Enforcement Specialist II,2009-10-26,2009,75241.76
M,POL,Department of Police,PSB 3rd District Community Action Team,Fulltime-Regular,Police Officer III,2002-07-15,2002,89620.0
M,HHS,Department of Health and Human Services,Access to Behavioral Health Services,Fulltime-Regular,Manager III,1990-08-06,1990,134504.29
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,2014-03-10,2014,50910.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,2004-09-20,2004,52110.67
M,DLC,Department of Liquor Control,Cloverly,Parttime-Regular,Liquor Store Clerk I,2011-09-25,2011,29779.07
F,DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Senior Executive Administrative Aide,2007-10-01,2007,69095.92
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,1993-09-27,1993,66065.23
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2002-12-09,2002,56689.66
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Executive Administrative Aide,1996-04-17,1996,70422.0
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Fire/Rescue Lieutenant,1987-08-02,1987,104717.6
M,HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Housing Code Inspector III,1985-09-16,1985,96197.88
M,HHS,Department of Health and Human Services,Budget Team,Fulltime-Regular,Management and Budget Specialist III,2012-02-27,2012,102664.0
M,HHS,Department of Health and Human Services,Montgomery Cares,Fulltime-Regular,Administrative Specialist III,2007-01-08,2007,93396.0
M,FRS,Fire and Rescue Services,Second Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,1997-11-17,1997,99792.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,2014-06-30,2014,60559.39
F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,2012-02-13,2012,54402.73
F,FIN,Department of Finance,Management and Operations - Director,Fulltime-Regular,Manager III,1979-04-16,1979,135378.13
M,DLC,Department of Liquor Control,Wheaton,Parttime-Regular,Liquor Store Clerk I,2012-05-20,2012,29779.07
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Public Service Craftsworker,2008-04-28,2008,56424.05
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff III,2006-01-17,2006,69475.0
F,CAT,County Attorney's Office,Human Resources and Appeals,Fulltime-Regular,Assistant County Attorney III,2005-01-24,2005,140794.0
M,DPS,Department of Permitting Services,Fire Code Compliance,Fulltime-Regular,Engineer III,2006-10-30,2006,102664.0
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2014-10-06,2014,53788.0
F,DOT,Department of Transportation,Director Management Services,Fulltime-Regular,Senior Engineer,1990-09-10,1990,116285.97
F,LIB,Department of Public Libraries,Cataloging and Preparation,Fulltime-Regular,Library Technician,1977-09-19,1977,60201.44
F,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2014-10-06,2014,53788.0
M,DPS,Department of Permitting Services,Zoning and Site Plan Enforcement,Fulltime-Regular,Manager II,2006-12-11,2006,151937.78
M,CUS,Community Use of Public Facilities,Scheduling Team,Fulltime-Regular,Program Specialist I,2015-09-08,2015,63315.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,2005-11-01,2005,61035.5
M,FRS,Fire and Rescue Services,Station 21,Fulltime-Regular,Firefighter/Rescuer III,2005-10-17,2005,70396.0
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff III,2013-08-12,2013,56580.0
M,DGS,Department of General Services,Property Management,Fulltime-Regular,Property Manager II,1990-05-07,1990,99870.24
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator III,1984-08-13,1984,69222.18
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator III,1994-05-14,1994,69222.18
F,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,2016-02-08,2016,56387.0
F,CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide III,2004-05-17,2004,80203.42
F,HCA,Department of Housing and Community Affairs,Finance and Administration Division,Fulltime-Regular,Office Services Coordinator,1993-07-25,1993,69222.18
F,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,2016-09-19,2016,58000.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,1997-10-14,1997,81381.07
M,DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,Fulltime-Regular,Public Service Worker II,2003-02-09,2003,45892.46
F,HHS,Department of Health and Human Services,Care Coordination,Fulltime-Regular,Community Health Nurse II,2006-10-16,2006,92256.44
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Master Police Officer,2002-07-22,2002,87841.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Shift Commander (Lieutenant),2000-06-19,2000,97278.64
F,POL,Department of Police,MSB Management and Budget Division,Fulltime-Regular,Fiscal Assistant,2012-01-03,2012,43850.22
M,HHS,Department of Health and Human Services,Adult Drug Court,Fulltime-Regular,Therapist II,2016-07-11,2016,56387.0
M,FRS,Fire and Rescue Services,Station 33,Fulltime-Regular,Firefighter/Rescuer III,2010-06-01,2010,50910.0
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,2014-08-18,2014,42053.83
F,HHS,Department of Health and Human Services,Community Action Agency,Fulltime-Regular,Program Manager II,2016-09-06,2016,89000.0
F,HHS,Department of Health and Human Services,Head Start/Pre-K (Health),Parttime-Regular,Community Health Nurse II,2008-01-22,2008,65183.22
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),2006-04-17,2006,65105.0
F,DEP,Department of Environmental Protection,Solid Waste Services Administration,Fulltime-Regular,Information Technology Specialist II,2002-01-28,2002,93396.0
F,OMB,Office of Management and Budget,Operating Budget Management,Fulltime-Regular,Senior Management and Budget Specialist,2003-09-08,2003,90125.22
M,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Urban District Public Service Aide,2006-11-22,2006,40858.79
F,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Management and Budget Specialist III,1989-08-25,1989,104717.28
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,2014-09-08,2014,78387.68
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Sergeant,1996-08-19,1996,107128.71
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,1997-10-06,1997,25445.0
F,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Fire/Rescue Lieutenant,2006-10-09,2006,91961.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2006-08-14,2006,50699.16
M,POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Manager III,1998-03-23,1998,135392.0
M,DLC,Department of Liquor Control,Special Order Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician III,1988-08-15,1988,57476.06
M,SHF,Sheriff's Office,Courthouse Security,Fulltime-Regular,Deputy Sheriff Lieutenant,1988-05-08,1988,106448.44
M,OMB,Office of Management and Budget,Capital Budget Management,Fulltime-Regular,Senior Management and Budget Specialist,2006-01-23,2006,102572.65
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,2013-01-14,2013,55328.0
F,CAT,County Attorney's Office,Insurance Defense Litigation,Fulltime-Regular,Assistant County Attorney III,2000-10-23,2000,121416.37
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Services Assistant,1988-10-03,1988,69222.18
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,2012-07-16,2012,59638.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2007-07-23,2007,46626.87
M,FRS,Fire and Rescue Services,Field Operations Administration,Fulltime-Regular,Fire/Rescue Lieutenant,2007-09-04,2007,79520.0
M,POL,Department of Police,PSB 2nd District Special Assignment Team,Fulltime-Regular,Police Officer III,2003-07-21,2003,80829.0
M,DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,2014-12-15,2014,50201.32
M,DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,1993-05-03,1993,64041.39
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Community Health Clinic Technician,2003-11-03,2003,64141.0
F,HHS,Department of Health and Human Services,Contract Team,Fulltime-Regular,Program Manager I,2008-05-27,2008,73778.74
F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,2002-11-04,2002,58483.81
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2002-07-21,2002,58671.02
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Sergeant,2003-02-03,2003,93356.0
M,POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,Fulltime-Regular,Police Officer III,1990-06-25,1990,92756.7
F,HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,Fulltime-Regular,Community Health Nurse II,2001-01-08,2001,97912.0
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Master Firefighter/Rescuer,2006-01-30,2006,74815.0
F,FRS,Fire and Rescue Services,Emergency Medical Services,Fulltime-Regular,Fire/Rescue Captain,2001-02-20,2001,118930.0
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Fire/Rescue Captain,1995-01-23,1995,117174.02
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2008-03-02,2008,48722.98
