Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents,,,,,,,,,,,,,,
B. Braun Medical Inc.,264420452,2 g of Magnesium Sulfate in 50 mL Water for Injection,2021-10-04,301.92,WAC pricing is based on B. Braun's assessment of costs to develop and produce the drug as well as an assessment of market pricing for similar products.  Marketing for this drug will begin in early November through online display ads and email marketing.,,400000,,,,,,,"""
The Prices noted herein are B. Braun's distributor in-to-stock prices for its authorized distributors, as published by third party database companies, such as Red Book, First Databank, Medi-Span and Gold Standard. B. Braun's in-to-stock prices may not represent actual transaction prices, and do not include prompt pay or other discounts, rebates, chargebacks, or other reductions in price.  By providing a distributor in-to-stock price, B. Braun does not make any representation or suggestion concerning the amount for which any healthcare provider should be or should seek to be reimbursed or the likelihood of coverage or reimbursement for any referenced product.  These prices should not be considered a reflection of the actual selling prices for products purchased from B. Braun or B. Braun's view of the actual prices at which B. Braun's products may be resold by wholesalers or other customers. """,,,,,,,,,,,,,,,
"Bausch + Lomb, Inc.",71565004001,XIPERE (triamcinolone acetonide injectable suspension) 40mg/mL,2021-11-29,1650,,1,60000,,,,,,,"The product was not acquired. There are an estimated 60,000 patients that suffer from uveitic macular edema. We do not know how many patients will be prescribed XIPERE™.",,,,,,,,,,,,,,,
Baxter Healthcare Corporation,10019098201,Cyclo 25MG USP 100 TABLETS,2021-05-03,294.6,Oral Cyclophosphamide is a generic medication that has been on market for several years. Baxter intends to provide the product at competitive price based off the current market landscape today.,,5410,,,,,,,"Estimated Number of Patients:
This drug is used to treat various forms of cancer. It is difficult to estimate the number of patients based on calculations we estimate per month divided by the 2020 units sold per IQVIA. 

General Comment: Cyclophosphamide Tablet is prescribed based on diagnosis and weight of the patient. While there are instances in which the monthly supply of the drug could exceed the Medicare Specialty tier of $670.00 threshold based on the above stated factors triggering State Transparency Reporting per your State’s legislation. However, Baxter Healthcare Corporation does not believe the threshold will be exceeded often.",,,,,,,,,,,,,,,
Baxter Healthcare Corporation,10019098401,Cyclo 50MG USP 100 TABLETS,2021-05-03,420.99,Oral Cyclophosphamide is a generic medication that has been on market for several years. Baxter intends to provide the product at competitive price based off the current market landscape today.,,37139,,,,,,,"Estimated Number of Patients:
This drug is used to treat various forms of cancer. It is difficult to estimate the number of patients based on calculations we estimate per month divided by the 2020 units sold per IQVIA. 

General Comment: Cyclophosphamide Tablet is prescribed based on diagnosis and weight of the patient. While there are instances in which the monthly supply of the drug could exceed the Medicare Specialty tier of $670.00 threshold based on the above stated factors triggering State Transparency Reporting per your State’s legislation. However, Baxter Healthcare Corporation does not believe the threshold will be exceeded often.",,,,,,,,,,,,,,,
Biocon Limited,70377001322,Everolimus Tablets 10mg 28ct,2021-10-01,3141,"Launch of a generic pharmaceutical.  Pricing and supply offers made to large GPOs with purchasing decision authority for retail, wholesale, and specialty outlets.  GPOs include Red Oak Sourcing, Walgreens Boots Alliance Development, ClarusONE Sourcing Services, and Econdisc.  Biocon will offer an eVoucherRx program to lower patient co-pays at the point of sale.",,13000,,,,,,,,,,,,,,,,,,,,,,
Biocon Limited,70377001022,Everolimus Tablets 2.5mg 28ct,2021-10-01,3141,"Launch of a generic pharmaceutical.  Pricing and supply offers made to large GPOs with purchasing decision authority for retail, wholesale, and specialty outlets.  GPOs include Red Oak Sourcing, Walgreens Boots Alliance Development, ClarusONE Sourcing Services, and Econdisc.  Biocon will offer an eVoucherRx program to lower patient co-pays at the point of sale.",,13000,,,,,,,,,,,,,,,,,,,,,,
Biocon Limited,70377001122,Everolimus Tablets 5mg 28ct,2021-10-01,3141,"Launch of a generic pharmaceutical.  Pricing and supply offers made to large GPOs with purchasing decision authority for retail, wholesale, and specialty outlets.  GPOs include Red Oak Sourcing, Walgreens Boots Alliance Development, ClarusONE Sourcing Services, and Econdisc.  Biocon will offer an eVoucherRx program to lower patient co-pays at the point of sale.",,13000,,,,,,,,,,,,,,,,,,,,,,
Biocon Limited,70377001222,Everolimus Tablets 7.5mg 28ct,2021-10-01,3141,"Launch of a generic pharmaceutical.  Pricing and supply offers made to large GPOs with purchasing decision authority for retail, wholesale, and specialty outlets.  GPOs include Red Oak Sourcing, Walgreens Boots Alliance Development, ClarusONE Sourcing Services, and Econdisc.  Biocon will offer an eVoucherRx program to lower patient co-pays at the point of sale.",,13000,,,,,,,,,,,,,,,,,,,,,,
Biogen,64406001701,PLEGRIDY (peginterferon beta-1a) injection for intramuscular use is available in a carton (NDC: 64406-0017-01) containing two-125 mcg/0.5 mL single-dose prefilled syringes of PLEGRIDY,2021-03-01,7205.54,"Plegridy Intramuscular will be marketed to Healthcare Professionals, Patients, Payers, and other appropriate audiences for use in patients with Relapsing forms of Multiple Sclerosis. Biogen has a set of Pricing Principles that inform pricing decisions for its products.  Those principles are: 1. Value to Patients 2. Present and Future Benefit to Society 3. Fullfilling our commitment to Innovation  4. Evolution toward Value Based Care and 5. Affordability & Sustainability.  Further information can found at: https://www.biogen.com/content/dam/corporate/en_us/pdfs/BIOGEN_PricingPrinciplesInfographic_4-26-19.pdf",,504000,,,,,,,"PLEGRIDY (peginterferon beta-1a) is indicated for the treatment of patients with relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. The estimated number of patients is based on 2021 prevalence estimates resulting from analyses of several data sources and publications.",,,,,,,,,,,,,,,
Biogen,64406010101,Aduhelm 170 mg/1.7 mL (100 mg/mL) single-dose vial,2021-06-15,952,"ADUHELM will be marketed to Healthcare Professionals, Patients, Payers, and other appropriate audiences. 
[Biogen has] engaged extensively with health economists, public health experts, and payers about ADUHELM – and we have examined other recent biologic drug innovations. Consistent with our pricing principles, we have established a price for ADUHELM that reflects the overall value this treatment brings to patients, caregivers and society – and one that will enable continuous innovation. We have determined the launch price of ADUHELM based on our belief in the impact of treatment as well as the size of the appropriate patient population based on the entry criteria of our clinical trials. Biogen has established the price of ADUHELM based on the overall value this treatment is expected to bring to patients, caregivers, and society, while reflecting key principles such as innovation, access and sustainability. The wholesale acquisition cost (WAC) of ADUHELM, which is an infusion once every four weeks, is $4,312 per infusion for a patient of 74 kg–the average weight of a U.S. patient with mild cognitive impairment (MCI) or mild dementia. The yearly cost at the maintenance dose (10 mg/kg) would be $56,000. The cost during the first year of treatment will be lower due to the titration period. WAC is a list price and not the net price or the price paid by patients with insurance.
Biogen has a set of Pricing Principles that inform pricing decisions for its products.  Those principles are: 1. Value to Patients, 2. Present and Future Benefit to Society, 3. Fulfilling our commitment to Innovation, 4. Evolution toward Value Based Care, and 5. Affordability & Sustainability. 
Further information can be found at: 
https://www.biogen.com/content/dam/corporate/en_us/pdfs/BIOGEN_PricingPrinciplesInfographic_4-26-19.pdf",,2000000,,1,,,,,"With regards to the ""ESTIMATED_PATIENTS"", based on the entry criteria of the clinical trials conducted with ADUHELM, we estimate the appropriate patient population for ADUHELM to be approximately 1-2 million. These are patients who have been clinically diagnosed with mild cognitive impairment or mild dementia suspected to be due to Alzheimer’s disease who would have confirmed amyloid beta pathology, if tested.It is important to note that we do not expect all of these patients will be treated with ADUHELM, for a variety of reasons, including appropriate patient selection criteria, a complex diagnostic and care pathway and limited capacity of specialists, who we believe will be the primary prescribers of ADUHELM. As a result of these factors, we anticipate that patient uptake will be gradual over a number of years.",,,,,,,,,,,,,,,
